"location","year","jumps","proportion"
"Tibet",2001,0,0.0
"Jiangxi",2001,11,0.01854974704890388
"Hunan",2001,18,0.03035413153456998
"Guizhou",2001,0,0.0
"Fujian",2001,0,0.0
"Yunnan",2001,0,0.0
"Taiwan",2001,1,0.0016863406408094434
"Guangdong",2001,2,0.003372681281618887
"Guangxi",2001,10,0.016863406408094434
"HongKong",2001,0,0.0
"Outside",2001,17,0.02866779089376054
"Mongolia",2002,7,0.008871989860583017
"Heilongjiang",2002,1,0.0012674271229404308
"Jilin",2002,0,0.0
"Beijing",2002,0,0.0
"Hebei",2002,0,0.0
"Shandong",2002,1,0.0012674271229404308
"Henan",2002,0,0.0
"Jiangsu",2002,11,0.01394169835234474
"Anhui",2002,0,0.0
"Shanghai",2002,1,0.0012674271229404308
"Hubei",2002,0,0.0
"Zhejiang",2002,3,0.0038022813688212928
"Tibet",2002,0,0.0
"Jiangxi",2002,28,0.035487959442332066
"Hunan",2002,8,0.010139416983523447
"Guizhou",2002,5,0.0063371356147021544
"Fujian",2002,1,0.0012674271229404308
"Yunnan",2002,0,0.0
"Taiwan",2002,17,0.021546261089987327
"Guangdong",2002,7,0.008871989860583017
"Guangxi",2002,11,0.01394169835234474
"HongKong",2002,1,0.0012674271229404308
"Outside",2002,7,0.008871989860583017
"Mongolia",2003,0,0.0
"Heilongjiang",2003,5,0.006596306068601583
"Jilin",2003,0,0.0
"Beijing",2003,1,0.0013192612137203166
"Hebei",2003,0,0.0
"Shandong",2003,0,0.0
"Henan",2003,0,0.0
"Jiangsu",2003,4,0.005277044854881266
"Anhui",2003,0,0.0
"Shanghai",2003,0,0.0
"Hubei",2003,0,0.0
"Zhejiang",2003,7,0.009234828496042216
"Tibet",2003,0,0.0
"Jiangxi",2003,24,0.0316622691292876
"Hunan",2003,3,0.00395778364116095
"Guizhou",2003,4,0.005277044854881266
"Fujian",2003,0,0.0
"Yunnan",2003,1,0.0013192612137203166
"Taiwan",2003,2,0.002638522427440633
"Guangdong",2003,8,0.010554089709762533
"Guangxi",2003,2,0.002638522427440633
"HongKong",2003,0,0.0
"Outside",2003,16,0.021108179419525065
"Mongolia",2004,0,0.0
"Heilongjiang",2004,4,0.004347826086956522
"Jilin",2004,0,0.0
"Beijing",2004,0,0.0
"Hebei",2004,0,0.0
"Shandong",2004,0,0.0
"Henan",2004,0,0.0
"Jiangsu",2004,14,0.015217391304347827
"Anhui",2004,0,0.0
"Shanghai",2004,0,0.0
"Hubei",2004,0,0.0
"Zhejiang",2004,6,0.006521739130434782
"Tibet",2004,0,0.0
"Jiangxi",2004,37,0.04021739130434782
"Hunan",2004,8,0.008695652173913044
"Guizhou",2004,13,0.014130434782608696
"Fujian",2004,0,0.0
"Yunnan",2004,0,0.0
"Taiwan",2004,0,0.0
"Guangdong",2004,1,0.0010869565217391304
"Guangxi",2004,19,0.020652173913043477
"HongKong",2004,2,0.002173913043478261
"Outside",2004,33,0.035869565217391305
"Mongolia",2005,1,9.930486593843098E-4
"Heilongjiang",2005,0,0.0
"Jilin",2005,0,0.0
"Beijing",2005,0,0.0
"Hebei",2005,0,0.0
"Shandong",2005,0,0.0
"Henan",2005,0,0.0
"Jiangsu",2005,1,9.930486593843098E-4
"Anhui",2005,0,0.0
"Shanghai",2005,1,9.930486593843098E-4
"Hubei",2005,0,0.0
"Zhejiang",2005,0,0.0
"Tibet",2005,0,0.0
"Jiangxi",2005,42,0.041708043694141016
"Hunan",2005,0,0.0
"Guizhou",2005,4,0.003972194637537239
"Fujian",2005,0,0.0
"Yunnan",2005,7,0.006951340615690168
"Taiwan",2005,0,0.0
"Guangdong",2005,8,0.007944389275074478
"Guangxi",2005,25,0.024826216484607744
"HongKong",2005,2,0.0019860973187686196
"Outside",2005,34,0.033763654419066536
"Mongolia",2006,4,0.004459308807134894
"Heilongjiang",2006,0,0.0
"Jilin",2006,0,0.0
"Beijing",2006,0,0.0
"Hebei",2006,0,0.0
"Shandong",2006,0,0.0
"Henan",2006,0,0.0
"Jiangsu",2006,7,0.007803790412486065
"Anhui",2006,0,0.0
"Shanghai",2006,5,0.005574136008918618
"Hubei",2006,0,0.0
"Zhejiang",2006,0,0.0
"Tibet",2006,0,0.0
"Jiangxi",2006,25,0.027870680044593088
"Hunan",2006,6,0.006688963210702341
"Guizhou",2006,4,0.004459308807134894
"Fujian",2006,1,0.0011148272017837235
"Yunnan",2006,0,0.0
"Taiwan",2006,0,0.0
"Guangdong",2006,5,0.005574136008918618
"Guangxi",2006,4,0.004459308807134894
"HongKong",2006,21,0.023411371237458192
"Outside",2006,63,0.07023411371237458
"Mongolia",2007,0,0.0
"Heilongjiang",2007,0,0.0
"Jilin",2007,0,0.0
"Beijing",2007,0,0.0
"Hebei",2007,0,0.0
"Shandong",2007,1,0.0010245901639344263
"Henan",2007,0,0.0
"Jiangsu",2007,11,0.011270491803278689
"Anhui",2007,0,0.0
"Shanghai",2007,5,0.005122950819672131
"Hubei",2007,0,0.0
"Zhejiang",2007,3,0.0030737704918032786
"Tibet",2007,0,0.0
"Jiangxi",2007,39,0.039959016393442626
"Hunan",2007,15,0.015368852459016393
"Guizhou",2007,7,0.007172131147540984
"Fujian",2007,13,0.01331967213114754
"Yunnan",2007,0,0.0
"Taiwan",2007,8,0.00819672131147541
"Guangdong",2007,3,0.0030737704918032786
"Guangxi",2007,4,0.004098360655737705
"HongKong",2007,27,0.027663934426229508
"Outside",2007,27,0.027663934426229508
"Mongolia",2008,0,0.0
"Heilongjiang",2008,0,0.0
"Jilin",2008,0,0.0
"Beijing",2008,0,0.0
"Hebei",2008,10,0.013297872340425532
"Shandong",2008,12,0.015957446808510637
"Henan",2008,0,0.0
"Jiangsu",2008,14,0.018617021276595744
"Anhui",2008,0,0.0
"Shanghai",2008,2,0.0026595744680851063
"Hubei",2008,0,0.0
"Zhejiang",2008,8,0.010638297872340425
"Tibet",2008,0,0.0
"Jiangxi",2008,41,0.05452127659574468
"Hunan",2008,8,0.010638297872340425
"Guizhou",2008,0,0.0
"Fujian",2008,0,0.0
"Yunnan",2008,0,0.0
"Taiwan",2008,2,0.0026595744680851063
"Guangdong",2008,5,0.006648936170212766
"Guangxi",2008,10,0.013297872340425532
"HongKong",2008,21,0.027925531914893616
"Outside",2008,50,0.06648936170212766
"Mongolia",2009,0,0.0
"Heilongjiang",2009,0,0.0
"Jilin",2009,0,0.0
"Beijing",2009,0,0.0
"Hebei",2009,0,0.0
"Shandong",2009,0,0.0
"Henan",2009,0,0.0
"Jiangsu",2009,13,0.01473922902494331
"Anhui",2009,0,0.0
"Shanghai",2009,13,0.01473922902494331
"Hubei",2009,1,0.0011337868480725624
"Zhejiang",2009,13,0.01473922902494331
"Tibet",2009,5,0.005668934240362812
"Jiangxi",2009,15,0.017006802721088437
"Hunan",2009,10,0.011337868480725623
"Guizhou",2009,0,0.0
"Fujian",2009,0,0.0
"Yunnan",2009,0,0.0
"Taiwan",2009,0,0.0
"Guangdong",2009,0,0.0
"Guangxi",2009,26,0.02947845804988662
"HongKong",2009,34,0.03854875283446712
"Outside",2009,39,0.04421768707482993
"Mongolia",2010,0,0.0
"Heilongjiang",2010,0,0.0
"Jilin",2010,0,0.0
"Beijing",2010,0,0.0
"Hebei",2010,10,0.0125
"Shandong",2010,1,0.00125
"Henan",2010,0,0.0
"Jiangsu",2010,25,0.03125
"Anhui",2010,0,0.0
"Shanghai",2010,18,0.0225
"Hubei",2010,0,0.0
"Zhejiang",2010,27,0.03375
"Tibet",2010,5,0.00625
"Jiangxi",2010,4,0.0050
"Hunan",2010,28,0.035
"Guizhou",2010,5,0.00625
"Fujian",2010,0,0.0
"Yunnan",2010,0,0.0
"Taiwan",2010,0,0.0
"Guangdong",2010,2,0.0025
"Guangxi",2010,9,0.01125
"HongKong",2010,12,0.015
"Outside",2010,7,0.00875
"Mongolia",2011,0,0.0
"Heilongjiang",2011,0,0.0
"Jilin",2011,0,0.0
"Beijing",2011,0,0.0
"Hebei",2011,0,0.0
"Shandong",2011,0,0.0
"Henan",2011,0,0.0
"Jiangsu",2011,16,0.030418250950570342
"Anhui",2011,0,0.0
"Shanghai",2011,9,0.017110266159695818
"Hubei",2011,0,0.0
"Zhejiang",2011,28,0.053231939163498096
"Tibet",2011,0,0.0
"Jiangxi",2011,4,0.0076045627376425855
"Hunan",2011,34,0.06463878326996197
"Guizhou",2011,0,0.0
"Fujian",2011,0,0.0
"Yunnan",2011,0,0.0
"Taiwan",2011,0,0.0
"Guangdong",2011,11,0.02091254752851711
"Guangxi",2011,0,0.0
"HongKong",2011,0,0.0
"Outside",2011,23,0.043726235741444866
"Mongolia",2012,0,0.0
"Heilongjiang",2012,0,0.0
"Jilin",2012,0,0.0
"Beijing",2012,0,0.0
"Hebei",2012,0,0.0
"Shandong",2012,0,0.0
"Henan",2012,0,0.0
"Jiangsu",2012,0,0.0
"Anhui",2012,0,0.0
"Shanghai",2012,12,0.03508771929824561
"Hubei",2012,0,0.0
"Zhejiang",2012,21,0.06140350877192982
"Tibet",2012,0,0.0
"Jiangxi",2012,1,0.0029239766081871343
"Hunan",2012,1,0.0029239766081871343
"Guizhou",2012,0,0.0
"Fujian",2012,0,0.0
"Yunnan",2012,0,0.0
"Taiwan",2012,0,0.0
"Guangdong",2012,0,0.0
"Guangxi",2012,0,0.0
"HongKong",2012,0,0.0
"Outside",2012,8,0.023391812865497075
"Mongolia",2013,0,0.0
"Heilongjiang",2013,0,0.0
"Jilin",2013,0,0.0
"Beijing",2013,0,0.0
"Hebei",2013,0,0.0
"Shandong",2013,0,0.0
"Henan",2013,0,0.0
"Jiangsu",2013,1,0.0023148148148148147
"Anhui",2013,0,0.0
"Shanghai",2013,7,0.016203703703703703
"Hubei",2013,0,0.0
"Zhejiang",2013,0,0.0
"Tibet",2013,0,0.0
"Jiangxi",2013,0,0.0
"Hunan",2013,0,0.0
"Guizhou",2013,0,0.0
"Fujian",2013,0,0.0
"Yunnan",2013,0,0.0
"Taiwan",2013,0,0.0
"Guangdong",2013,0,0.0
"Guangxi",2013,0,0.0
"HongKong",2013,0,0.0
"Outside",2013,2,0.004629629629629629
